;org:group;concept:instance;org:resource;Activity;Complete Timestamp;lifecycle:transition;case:startdate;case:responsible;case:enddate_planned;case:department;case:group;Case ID;case:deadline;case:channel;case:enddate;Duration
3795;Group 3;task-13318;Resource10;T04 Determine confirmation of receipt;2011-02-21 14:44:17.404000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource18;2011-04-06 22:00:00.020000+00:00;General;;case-5952;2011-04-06 22:00:00+00:00;Internet;2011-03-07 07:46:58.682000+00:00;14349.609
3796;Group 2;task-13428;admin1;T05 Print and send confirmation of receipt;2011-02-23 10:34:04.762000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource18;2011-04-06 22:00:00.020000+00:00;General;;case-5952;2011-04-06 22:00:00+00:00;Internet;2011-03-07 07:46:58.682000+00:00;157787.358
3797;EMPTY;task-12005;Resource15;Confirmation of receipt;2011-02-16 10:26:51.816000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;0.0
3798;Group 4;task-12513;Resource10;T02 Check confirmation of receipt;2011-02-16 11:35:30.683000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;4118.867
3799;Group 3;task-12544;Resource10;T04 Determine confirmation of receipt;2011-02-16 11:35:48.090000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;17.407
3800;Group 2;task-12545;admin1;T05 Print and send confirmation of receipt;2011-02-16 13:37:51.629000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;7323.539
3801;Group 1;task-12514;Resource15;T06 Determine necessity of stop advice;2011-02-28 13:44:17.301000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;1037185.672
3802;Group 1;task-14542;Resource15;T10 Determine necessity to stop indication;2011-02-28 13:45:03.626000+00:00;complete;2011-02-07 00:06:40.010000+00:00;Resource15;2011-05-01 23:06:40.020000+00:00;General;;case-5956;2011-05-01 23:06:40+00:00;Desk;2011-05-13 06:18:57.460000+00:00;46.325
3803;EMPTY;task-12006;Resource01;Confirmation of receipt;2011-02-17 09:21:31.067000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;0.0
3804;Group 4;task-12704;Resource01;T02 Check confirmation of receipt;2011-02-17 09:22:02.411000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;31.344
3805;Group 3;task-12706;Resource01;T04 Determine confirmation of receipt;2011-02-17 09:22:15.628000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;13.217
3806;Group 2;task-12707;Resource01;T05 Print and send confirmation of receipt;2011-02-17 09:22:29.825000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;14.197
3807;Group 1;task-12705;Resource01;T06 Determine necessity of stop advice;2011-02-17 09:22:51.453000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;21.628
3808;Group 1;task-12708;Resource01;T10 Determine necessity to stop indication;2011-02-17 09:24:24.944000+00:00;complete;2011-02-09 23:00:00.010000+00:00;Resource11;2011-04-06 22:00:00.020000+00:00;General;;case-5957;2011-04-06 22:00:00+00:00;Desk;2011-04-07 12:57:18.547000+00:00;93.491
3809;EMPTY;task-12007;admin2;Confirmation of receipt;2011-02-17 07:19:33.087000+00:00;complete;2011-01-10 23:00:00.010000+00:00;Resource07;2011-03-07 23:00:00.010000+00:00;General;;case-5958;2011-03-07 23:00:00+00:00;Desk;2011-02-17 07:19:32.055000+00:00;0.0
3810;EMPTY;task-12008;Resource25;Confirmation of receipt;2011-02-24 12:29:42.415000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;0.0
3811;EMPTY;task-14052;Resource24;T02 Check confirmation of receipt;2011-03-07 12:34:50.191000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;950707.776
3812;Group 1;task-14053;Resource26;T06 Determine necessity of stop advice;2011-06-15 10:00:51.677000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;8630761.486
3813;Group 1;task-28706;Resource26;T10 Determine necessity to stop indication;2011-06-15 10:48:44.620000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;2872.943
3814;EMPTY;task-15324;Resource26;T04 Determine confirmation of receipt;2011-06-15 11:40:28.689000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;3104.069
3815;EMPTY;task-28709;Resource26;T05 Print and send confirmation of receipt;2011-06-16 18:20:37.533000+00:00;complete;2011-02-06 23:00:00.010000+00:00;Resource26;2011-04-03 22:00:00.020000+00:00;General;;case-5959;2011-04-03 22:00:00+00:00;Internet;2011-07-14 08:25:49.485000+00:00;110408.844
3816;EMPTY;task-12058;Resource08;Confirmation of receipt;2011-02-25 14:33:01.866000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;0.0
3817;Group 4;task-14280;Resource08;T02 Check confirmation of receipt;2011-02-25 14:33:16.323000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;14.457
3818;Group 1;task-14281;Resource08;T06 Determine necessity of stop advice;2011-02-28 10:34:18.014000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;244861.691
3819;Group 1;task-14406;Resource08;T10 Determine necessity to stop indication;2011-02-28 10:37:42.003000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;203.989
3820;Group 3;task-14282;Resource10;T04 Determine confirmation of receipt;2011-02-28 11:18:05.833000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;2423.83
3821;Group 2;task-14464;admin1;T05 Print and send confirmation of receipt;2011-03-01 09:16:51.166000+00:00;complete;2011-02-04 00:06:40.010000+00:00;Resource08;2011-04-25 23:06:40.020000+00:00;General;;case-5961;2011-04-25 23:06:40+00:00;Desk;2011-04-20 14:04:55.300000+00:00;79125.333
3822;EMPTY;task-12172;Resource15;Confirmation of receipt;2011-02-16 10:37:58.519000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;0.0
3823;Group 4;task-12523;Resource10;T02 Check confirmation of receipt;2011-02-16 11:37:06.649000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;3548.13
3824;Group 3;task-12547;Resource10;T04 Determine confirmation of receipt;2011-02-16 11:37:18.779000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;12.13
3825;Group 2;task-12548;admin1;T05 Print and send confirmation of receipt;2011-02-16 13:24:36.004000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;6437.225
3826;Group 1;task-12524;Resource15;T06 Determine necessity of stop advice;2011-02-18 09:36:01.130000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;159085.126
3827;Group 1;task-12983;Resource15;T10 Determine necessity to stop indication;2011-02-18 09:36:19.540000+00:00;complete;2011-02-12 23:00:00.010000+00:00;Resource15;2011-04-09 22:00:00.020000+00:00;General;;case-5983;2011-04-09 22:00:00+00:00;Internet;2011-03-29 12:10:17.464000+00:00;18.41
3828;EMPTY;task-12239;Resource08;Confirmation of receipt;2011-02-28 15:11:41.938000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;0.0
3829;EMPTY;task-14575;Resource08;T02 Check confirmation of receipt;2011-02-28 15:12:20.436000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;38.498
3830;EMPTY;task-14578;Resource18;T04 Determine confirmation of receipt;2011-02-28 15:20:59.567000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;519.131
3831;Group 1;task-14576;Resource08;T06 Determine necessity of stop advice;2011-03-01 07:25:31.376000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;57871.809
3832;Group 1;task-14628;Resource08;T10 Determine necessity to stop indication;2011-03-01 07:29:51.010000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;259.634
3833;Group 1;task-14629;Resource08;T16 Report reasons to hold request;2011-03-01 07:34:32.492000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;281.482
3834;Group 4;task-14633;Resource08;T17 Check report Y to stop indication;2011-03-01 07:35:32.670000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;60.178
3835;Group 3;task-14638;Resource08;T19 Determine report Y to stop indication;2011-03-01 07:35:50.559000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;17.889
3836;Group 2;task-14641;Resource08;T20 Print report Y to stop indication;2011-03-01 07:36:13.441000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;22.882
3837;Group 2;task-14584;admin1;T05 Print and send confirmation of receipt;2011-03-01 09:21:24.622000+00:00;complete;2011-02-13 00:06:40.010000+00:00;Resource08;2011-05-07 23:06:40.020000+00:00;General;;case-5986;2011-05-07 23:06:40+00:00;Internet;2011-06-28 07:35:48.698000+00:00;6311.181
3838;EMPTY;task-12249;admin2;Confirmation of receipt;2011-02-16 13:23:08.600000+00:00;complete;2011-02-14 00:06:40.010000+00:00;Resource23;2011-04-10 23:06:40.020000+00:00;General;;case-5987;2011-04-10 23:06:40+00:00;Internet;2011-02-16 13:23:07.250000+00:00;0.0
3839;EMPTY;task-12277;Resource01;Confirmation of receipt;2011-02-22 08:43:30.149000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;0.0
3840;Group 4;task-13460;Resource01;T02 Check confirmation of receipt;2011-02-22 08:43:51.042000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;20.893
3841;Group 3;task-13462;Resource01;T04 Determine confirmation of receipt;2011-02-22 08:44:13.036000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;21.994
3842;Group 2;task-13463;Resource01;T05 Print and send confirmation of receipt;2011-02-22 08:44:27.624000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;14.588
3843;Group 1;task-13461;Resource01;T06 Determine necessity of stop advice;2011-02-22 08:44:54.659000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;27.035
3844;Group 1;task-13464;Resource01;T10 Determine necessity to stop indication;2011-02-22 09:01:01.459000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5994;2011-04-10 22:00:00+00:00;Internet;2011-04-04 06:26:16.417000+00:00;966.8
3845;EMPTY;task-12280;Resource01;Confirmation of receipt;2011-02-22 12:37:31.328000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;0.0
3846;Group 4;task-13601;Resource01;T02 Check confirmation of receipt;2011-02-22 12:37:46.799000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;15.471
3847;Group 3;task-13603;Resource01;T04 Determine confirmation of receipt;2011-02-22 12:37:58.037000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;11.238
3848;Group 2;task-13604;Resource01;T05 Print and send confirmation of receipt;2011-02-22 12:38:09.067000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;11.03
3849;Group 1;task-13602;Resource01;T06 Determine necessity of stop advice;2011-02-22 12:38:19.754000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;10.687
3850;Group 1;task-13605;Resource01;T10 Determine necessity to stop indication;2011-02-22 12:38:36.667000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource11;2011-04-10 22:00:00.020000+00:00;General;;case-5997;2011-04-10 22:00:00+00:00;Internet;2011-04-11 06:18:12.264000+00:00;16.913
3851;EMPTY;task-12281;Resource02;Confirmation of receipt;2011-02-22 11:33:34.076000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;0.0
3852;Group 4;task-13559;Resource02;T02 Check confirmation of receipt;2011-02-22 11:33:54.700000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;20.624
3853;Group 1;task-13560;Resource02;T06 Determine necessity of stop advice;2011-02-22 11:39:29.929000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;335.229
3854;EMPTY;task-13562;Resource02;T07-1 Draft intern advice aspect 1;2011-02-22 11:40:09.009000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;39.08
3855;Group 1;task-13563;Resource02;T06 Determine necessity of stop advice;2011-02-22 11:40:22.166000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;13.157
3856;Group 13;task-13564;Resource02;T07-1 Draft intern advice aspect 1;2011-02-22 11:40:32.708000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;10.542
3857;Group 1;task-13565;Resource02;T06 Determine necessity of stop advice;2011-02-22 11:40:43.308000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;10.6
3858;Group 1;task-13566;Resource02;T10 Determine necessity to stop indication;2011-02-22 11:45:06.258000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;262.95
3859;EMPTY;task-13561;Resource19;T04 Determine confirmation of receipt;2011-02-23 09:31:51.061000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;78404.803
3860;Group 2;task-13798;admin1;T05 Print and send confirmation of receipt;2011-02-23 10:57:55.759000+00:00;complete;2011-02-13 23:00:00.010000+00:00;Resource02;2011-04-10 22:00:00.020000+00:00;General;;case-5998;2011-04-10 22:00:00+00:00;Internet;2011-04-07 07:09:05.884000+00:00;5164.698
3861;EMPTY;task-12324;Resource18;Confirmation of receipt;2011-02-15 14:02:12.233000+00:00;complete;2010-12-22 00:06:40.010000+00:00;Resource18;2011-06-22 23:06:40.020000+00:00;General;;case-6009;2011-07-07 23:06:40+00:00;Internet;2011-07-12 12:59:47.005000+00:00;0.0
3862;Group 4;task-12345;Resource18;T02 Check confirmation of receipt;2011-02-15 14:02:52.613000+00:00;complete;2010-12-22 00:06:40.010000+00:00;Resource18;2011-06-22 23:06:40.020000+00:00;General;;case-6009;2011-07-07 23:06:40+00:00;Internet;2011-07-12 12:59:47.005000+00:00;40.38
3863;Group 3;task-12347;Resource18;T04 Determine confirmation of receipt;2011-02-15 14:03:11.659000+00:00;complete;2010-12-22 00:06:40.010000+00:00;Resource18;2011-06-22 23:06:40.020000+00:00;General;;case-6009;2011-07-07 23:06:40+00:00;Internet;2011-07-12 12:59:47.005000+00:00;19.046
